DOI,PMID,arXiv ID,Title,Abstract,Authors,Journal,Year
10.1093/gigascience/giaa095,32990744.0,,An extensible big data software architecture managing a research resource of real-world clinical radiology data linked to other health data from the whole Scottish population.,"AIM To enable a world-leading research dataset of routinely collected clinical images linked to other routinely collected data from the whole Scottish national population. This includes more than 30 million different radiological examinations from a population of 5.4 million and >2 PB of data collected since 2010. METHODS Scotland has a central archive of radiological data used to directly provide clinical care to patients. We have developed an architecture and platform to securely extract a copy of those data, link it to other clinical or social datasets, remove personal data to protect privacy, and make the resulting data available to researchers in a controlled Safe Haven environment. RESULTS An extensive software platform has been developed to host, extract, and link data from cohorts to answer research questions. The platform has been tested on 5 different test cases and is currently being further enhanced to support 3 exemplar research projects. CONCLUSIONS The data available are from a range of radiological modalities and scanner types and were collected under different environmental conditions. These real-world, heterogenous data are valuable for training algorithms to support clinical decision making, especially for deep learning where large data volumes are required. The resource is now available for international research access. The platform and data can support new health research using artificial intelligence and machine learning technologies, as well as enabling discovery science.","Thomas Nind,Thomas Nind,James M. Sutherland,James Sutherland,Gordon McAllister,Gordon McAllister,Gordon McAllister,Douglas R. Hardy,Alastair Hume,Douglas Hardy,Alastair Hume,Ally Hume,Ruairidh MacLeod,Jacqueline Caldwell,Ruairidh MacLeod,Jacqueline Caldwell,Susan Krueger,Susan Krueger,Leandro Tramma,Ross Teviotdale,Leandro Tramma,Mohammed Abdelatif,Ross D. Teviotdale,Mohammed Abdelatif,Kenny Gillen,J. W. D. Ward,Kenny Gillen,Donald Scobbie,Joseph Ward,Ian Baillie,Donald Scobbie,Andrew Brooks,Ian Baillie,Bianca Prodan,Andrew Brooks,Bianca Prodan,William Kerr,Dominic Sloan-Murphy,William Kerr,William Kerr,Juan F R Herrera,Dominic Sloan-Murphy,Juan F. R. Herrera,Dan C. McManus,Dan McManus,Carole Morris,Carole Morris,Carol Sinclair,Carol Sinclair,Rob Baxter,Robert Baxter,Mark Parsons,Andrew D. Morris,Mark Parsons,Andrew P. Morris,Emily Jefferson,Andrew D. Morris,Emily Jefferson",GigaScience,2020.0
10.3389/fonc.2020.01708,,,Application of Radiomics for the Prediction of Radiation-Induced Toxicity in the IMRT Era: Current State-of-the-Art.,"Normal tissue complication probability (NTCP) models that were formulated in the Quantitative Analyses of Normal Tissue Effects in the Clinic (QUANTEC) are one of the pillars in support of everyday’s clinical radiation oncology. Because of steady therapeutic refinements and the availability of cutting-edge technical solutions, the ceiling of organs-at- risk-sparing has been reached for photon-based intensity modulated radiotherapy (IMRT). The possibility to capture heterogeneity of patients and tissues in the prediction of toxicity is still an unmet need in modern radiation therapy. Potentially, a major step towards a wider therapeutic index could be obtained from refined assessment of radiation-induced morbidity at an individual level. The rising integration of quantitative imaging and machine learning applications into radiation oncology workflow offers an unprecedented opportunity to further explore the biologic interplay underlying the normal tissue response to radiation. Based on these premises, in this review we focused on the current-state-of-the-art on the use of radiomics for the prediction of toxicity in the field of head and neck, lung, breast and prostate radiotherapy.","Isacco Desideri,Isacco Desideri,Mauro Loi,Mauro Loi,Giulio Francolini,Giulio Francolini,Carlotta Becherini,Carlotta Becherini,Lorenzo Livi,Lorenzo Livi,Pierluigi Bonomo,Pierluigi Bonomo",Frontiers in Oncology,2020.0
10.3748/wjg.v26.i37.5617,,,Application of artificial intelligence in the diagnosis and treatment of hepatocellular carcinoma: A review,"Although artificial intelligence (AI) was initially developed many years ago, it has experienced spectacular advances over the last 10 years for application in the field of medicine, and is now used for diagnostic, therapeutic and prognostic purposes in almost all fields. Its application in the area of hepatology is especially relevant for the study of hepatocellular carcinoma (HCC), as this is a very common tumor, with particular radiological characteristics that allow its diagnosis without the need for a histological study. However, the interpretation and analysis of the resulting images is not always easy, in addition to which the images vary during the course of the disease, and prognosis and treatment response can be conditioned by multiple factors. The vast amount of data available lend themselves to study and analysis by AI in its various branches, such as deep-learning (DL) and machine learning (ML), which play a fundamental role in decision-making as well as overcoming the constraints involved in human evaluation. ML is a form of AI based on automated learning from a set of previously provided data and training in algorithms to organize and recognize patterns. DL is a more extensive form of learning that attempts to simulate the working of the human brain, using a lot more data and more complex algorithms. This review specifies the type of AI used by the various authors. However, well-designed prospective studies are needed in order to avoid as far as possible any bias that may later affect the interpretability of the images and thereby limit the acceptance and application of these models in clinical practice. In addition, professionals now need to understand the true usefulness of these techniques, as well as their associated strengths and limitations.","Miguel Jiménez Pérez,Rocío González Grande,Miguel Jiménez Pérez,Rocío González Grande",World Journal of Gastroenterology,2020.0
10.1259/bjr.20200873,33112685.0,,Biology-guided radiotherapy: redefining the role of radiotherapy in metastatic cancer,"The emerging biological understanding of metastatic cancer and proof-of-concept clinical trials suggest that debulking all gross disease holds great promise for improving patient outcomes. However,...","Shervin M. Shirvani,Calvin Huntzinger,Shervin M. Shirvani,Shervin M. Shirvani,Thorsten Melcher,C. Huntzinger,Calvin J Huntzinger,Thorsten Melcher,Peter D. Olcott,Yevgen Voronenko,Peter D. Olcott,Peter Olcott,Peter D. Olcott,Yevgen Voronenko,Judy Bartlett-Roberto,Judy Bartlett-Roberto,Samuel R. Mazin,Samuel Mazin",British Journal of Radiology,2020.0
10.3390/cancers12113089,,,CT-Based Radiomics Analysis to Predict Malignancy in Patients with Intraductal Papillary Mucinous Neoplasm (IPMN) of the Pancreas.,"To assess the performance of CT-based radiomics analysis in differentiating benign from malignant intraductal papillary mucinous neoplasms of the pancreas (IPMN), preoperative scans of 408 resected patients with IPMN were retrospectively analyzed. IPMNs were classified as benign (low-grade dysplasia, n = 181), or malignant (high grade, n = 128, and invasive, n = 99). Clinicobiological data were reported. Patients were divided into a training cohort (TC) of 296 patients and an external validation cohort (EVC) of 112 patients. After semi-automatic tumor segmentation, PyRadiomics was used to extract radiomics features. A multivariate model was developed using a logistic regression approach. In the training cohort, 85/107 radiomics features were significantly different between patients with benign and malignant IPMNs. Unsupervised clustering analysis revealed four distinct clusters of patients with similar radiomics features patterns with malignancy as the most significant association. The multivariate model differentiated benign from malignant tumors in TC with an area under the ROC curve (AUC) of 0.84, sensitivity (Se) of 0.82, specificity (Spe) of 0.74, and in EVC with an AUC of 0.71, Se of 0.69, Spe of 0.57. This large study confirms the high diagnostic performance of preoperative CT-based radiomics analysis to differentiate between benign from malignant IPMNs.","David Tobaly,David Tobaly,João Santinha,David Tobaly,Riccardo Sartoris,João Santinha,Riccardo Sartoris,Marco Dioguardi Burgio,Marco Dioguardi Burgio,Celso Matos,Marco Dioguardi Burgio,Jérôme Cros,Celso Matos,Celso Matos,Anne Couvelard,Jérôme Cros,Vinciane Rebours,Anne Couvelard,Alain Sauvanet,Vinciane Rebours,Alain Sauvanet,Maxime Ronot,Nikolaos Papanikolaou,Nickolas Papanikolaou,Maxime Ronot,Maxime Ronot,Valérie Vilgrain,Nikolaos Papanikolaou,Valérie Vilgrain,Valérie Vilgrain",Cancers,2020.0
10.1186/s40644-020-00359-2,33176885.0,,CT-based radiomics features in the prediction of thyroid cartilage invasion from laryngeal and hypopharyngeal squamous cell carcinoma.,"BACKGROUND Laryngeal and hypopharyngeal squamous cell carcinoma (LHSCC) with thyroid cartilage invasion are considered T4 and need total laryngectomy. However, the accuracy of preoperative diagnosis of thyroid cartilage invasion remains lower. Therefore, the purpose of this study was to assess the potential of computed tomography (CT)-based radiomics features in the prediction of thyroid cartilage invasion from LHSCC. METHODS A total of 265 patients with pathologically proven LHSCC were enrolled in this retrospective study (86 with thyroid cartilage invasion and 179 without invasion). Two head and neck radiologists evaluated the thyroid cartilage invasion on CT images. Radiomics features were extracted from venous phase contrast-enhanced CT images. The least absolute shrinkage and selection operator (LASSO) and logistic regression (LR) method were used for dimension reduction and model construction. In addition, the support vector machine-based synthetic minority oversampling (SVMSMOTE) algorithm was adopted to balance the dataset and a new LR-SVMSMOTE model was constructed. The performance of the radiologist and the two models were evaluated with receiver operating characteristic (ROC) curves and compared using the DeLong test. RESULTS The areas under the ROC curves (AUCs) in the prediction of thyroid cartilage invasion from LHSCC for the LR-SVMSMOTE model, LR model, and radiologist were 0.905 [95% confidence interval (CI): 0.863 to 0.937)], 0.876 (95%CI: 0.830 to 0.913), and 0.721 (95%CI: 0.663-0.774), respectively. The AUCs of both models were higher than that of the radiologist assessment (all P<0.001). There was no significant difference in predictive performance between the LR-SVMSMOTE and LR models (P=0.05). CONCLUSIONS Models based on CT radiomic features can improve the accuracy of predicting thyroid cartilage invasion from LHSCC and provide a new potentially noninvasive method for preoperative prediction of thyroid cartilage invasion from LHSCC.","Ran Guo,Ran Guo,Jun Guo,Jian Guo,Jian Guo,Lichen Zhang,Xiaoxia Qu,Lichen Zhang,Shuangfeng Dai,Xiaoxia Qu,Ruchen Peng,Shuangfeng Dai,Ruchen Peng,Vincent Chong,Vincent Chong,Junfang Xian,Vincent F. H. Chong,Junfang Xian",Cancer Imaging,2020.0
10.1007/s00261-020-02832-9,33136182.0,,CT-based radiomics for differentiating renal tumours: a systematic review.,"PURPOSE Differentiating renal tumours into grades and tumour subtype from medical imaging is important for patient management; however, there is an element of subjectivity when performed qualitatively. Quantitative analysis such as radiomics may provide a more objective approach. The purpose of this article is to systematically review the literature on computed tomography (CT) radiomics for grading and differentiating renal tumour subtypes. An educational perspective will also be provided. METHODS The Preferred Reporting Items for Systematic Reviews and Meta-Analyses checklist was followed. PubMed, Scopus and Web of Science were searched for relevant articles. The quality of each study was assessed using the Radiomic Quality Score (RQS). RESULTS 13 studies were found. The main outcomes were prediction of pathological grade and differentiating between renal tumour types, measured as area under the curve (AUC) for either the receiver operator curve or precision recall curve. Features extracted to predict pathological grade or tumour subtype included shape, intensity, texture and wavelet (a type of higher order feature). Four studies differentiated between low-grade and high-grade clear cell renal cell cancer (RCC) with good performance (AUC=0.82-0.978). One other study differentiated low- and high-grade chromophobe with AUC=0.84. Finally, eight studies used radiomics to differentiate between tumour types such as clear cell RCC, fat-poor angiomyolipoma, papillary RCC, chromophobe RCC and renal oncocytoma with high levels of performance (AUC 0.82-0.96). CONCLUSION Renal tumours can be pathologically classified using CT-based radiomics with good performance. The main radiomic feature used for tumour differentiation was texture. Fuhrman was the most common pathologic grading system used in the reviewed studies. Renal tumour grading studies should be extended beyond clear cell RCC and chromophobe RCC. Further research with larger prospective studies, performed in the clinical setting, across multiple institutions would help with clinical translation to the radiologist's workstation.","Abhishta Bhandari,Muhammad Ibrahim,Abhishta Bhandari,Chinmay Sharma,Muhammad Ibrahim,Muhammad Ibrahim,Muhammad Ibrahim,Muhammad Ibrahim,Chinmay Sharma,Rebecca Liong,Chinmay Sharma,Rebecca Liong,Sonja Gustafson,Marita Prior,Sonja Gustafson,Marita Prior",Abdominal Radiology,2020.0
10.1016/j.irbm.2020.10.006,,,Combined Metaheuristic Algorithm and Radiomics Strategy for the Analysis of Neuroanatomical Structures in Schizophrenia and Schizoaffective Disorders,,"M. Madhavi Latha,G. Kavitha,M. Latha,M. Latha,G. Kavitha,Ganesan Kavitha",Irbm,2020.0
10.1109/tmi.2020.3035789,33147142.0,,Combined Spiral Transformation and Model-Driven Multi-Modal Deep Learning Scheme for Automatic Prediction of TP53 Mutation in Pancreatic Cancer,"Pancreatic cancer is a malignant form of cancer with one of the worst prognoses. The poor prognosis and resistance to therapeutic modalities have been linked to TP53 mutation. Pathological examinations, such as biopsies, cannot be frequently performed in clinical practice; therefore, noninvasive and reproducible methods are desired. However, automatic prediction methods based on imaging have drawbacks such as poor 3D information utilization, small sample size, and ineffectiveness multi-modal fusion. In this study, we proposed a model-driven multi-modal deep learning scheme to overcome these challenges. A spiral transformation algorithm was developed to obtain 2D images from 3D data, with the transformed image inheriting and retaining the spatial correlation of the original texture and edge information. The spiral transformation could be used to effectively apply the 3D information with less computational resources and conveniently augment the data size with high quality. Moreover, model-driven items were designed to introduce prior knowledge in the deep learning framework for multi-modal fusion. The model-driven strategy and spiral transformation-based data augmentation can improve the performance of the small sample size. A bilinear pooling module was introduced to improve the performance of fine-grained prediction. The experimental results show that the proposed model gives the desired performance in predicting TP53 mutation in pancreatic cancer, providing a new approach for noninvasive gene prediction. The proposed methodologies of spiral transformation and model-driven deep learning can also be used for the artificial intelligence community dealing with oncological applications. Our source codes with a demon will be released at https://github.com/SJTUBME-QianLab/SpiralTransform.","Xiahan Chen,Xiahan Chen,Xiaozhu Lin,Qing Shen,Xiaozhu Lin,Xiaozhu Lin,Xiaohua Qian,Qing Shen,Xiaohua Qian,Xiaohua Qian,Xiaohua Qian",IEEE Transactions on Medical Imaging,2020.0
10.2196/23578,33016889.0,,Correction: A Novel Approach to Assessing Differentiation Degree and Lymph Node Metastasis of Extrahepatic Cholangiocarcinoma: Prediction Using a Radiomics-Based Particle Swarm Optimization and Support Vector Machine Model.,"BACKGROUND Radiomics can improve the accuracy of traditional image diagnosis to evaluate extrahepatic cholangiocarcinoma (ECC); however, this is limited by variations across radiologists, subjective evaluation, and restricted data. A radiomics-based particle swarm optimization and support vector machine (PSO-SVM) model may provide a more accurate auxiliary diagnosis for assessing differentiation degree (DD) and lymph node metastasis (LNM) of ECC. OBJECTIVE The objective of our study is to develop a PSO-SVM radiomics model for predicting DD and LNM of ECC. METHODS For this retrospective study, the magnetic resonance imaging (MRI) data of 110 patients with ECC who were diagnosed from January 2011 to October 2019 were used to construct a radiomics prediction model. Radiomics features were extracted from T1-precontrast weighted imaging (T1WI), T2-weighted imaging (T2WI), and diffusion-weighted imaging (DWI) using MaZda software (version 4.6; Institute of Electronics, Technical University of Lodz). We performed dimension reduction to obtain 30 optimal features of each sequence, respectively. A PSO-SVM radiomics model was developed to predict DD and LNM of ECC by incorporating radiomics features and apparent diffusion coefficient (ADC) values. We randomly divided the 110 cases into a training group (88/110, 80%) and a testing group (22/110, 20%). The performance of the model was evaluated by analyzing the area under the receiver operating characteristic curve (AUC). RESULTS A radiomics model based on PSO-SVM was developed by using 110 patients with ECC. This model produced average AUCs of 0.8905 and 0.8461, respectively, for DD in the training and testing groups of patients with ECC. The average AUCs of the LNM in the training and testing groups of patients with ECC were 0.9036 and 0.8889, respectively. For the 110 patients, this model has high predictive performance. The average accuracy values of the training group and testing group for DD of ECC were 82.6% and 80.9%, respectively; the average accuracy values of the training group and testing group for LNM of ECC were 83.6% and 81.2%, respectively. CONCLUSIONS The MRI-based PSO-SVM radiomics model might be useful for auxiliary clinical diagnosis and decision-making, which has a good potential for clinical application for DD and LNM of ECC.","Xiaopeng Yao,Xiaopeng Yao,Xinqiao Huang,Chunmei Yang,Xinqiao Huang,Chunmei Yang,Anbin Hu,Anbin Hu,Anbin Hu,Guangjin Zhou,Mei Ju,Guangjin Zhou,Jianbo Lei,Jianbo Lei,Mei Ju,Jianbo Lei,Jian Shu,Jiwu Shu,Jian Shu,Jian Shu",JMIR medical informatics,2020.0
10.1111/jgh.15306,33074566.0,,Development and validation of a radiomics signature as a non‐invasive complementary predictor of gastroesophageal varices and high‐risk varices in compensated advanced chronic liver disease: A multicenter study,"BACKGROUND AND AIM Gastroesophageal varices (GEV) present in compensated advanced chronic liver disease (cACLD) and can develop into high-risk varices (HRV). The gold standard for diagnosing GEV is esophagogastroduodenoscopy (EGD). However, EGD is invasive and less tolerant. This study aimed to develop and validate radiomics signatures based on non-contrast-enhanced computed tomography (CT) images for non-invasive diagnosis of GEV and HRV in patients with cACLD. METHODS The multicenter trial enrolled 161 patients with cACLD from six university hospitals in China between January 2015 and September 2019, who underwent both EGD and non-contrast-enhanced CT examination within 14 days prior to the endoscopy. Two radiomics signatures, termed rGEV and rHRV, respectively, were built based on CT images in a training cohort of 129 patients and validated in a prospective validation cohort of 32 patients (ClinicalTrials. gov identifier: NCT03749954). RESULTS In the training cohort, both rGEV and rHRV exhibited high discriminative abilities on determining the existence of GEV and HRV with the area under receiver operating characteristic curve (AUC) of 0·941 (95% CI 0·904-0·978) and 0·836 (95% CI 0·766-0·905), respectively. In validation cohort, rGEV and rHRV showed high discriminative abilities with AUCs of 0·871 (95% CI 0·739-1·000) and 0·831 (95% CI 0·685-0·978), respectively. CONCLUSIONS This study demonstrated that rGEV and rHRV could serve as the satisfying auxiliary parameters for detection of GEV and HRV with good diagnostic performance.","Yifei Huang,Fangze Huang,Yifei Huang,Yifei Huang,Yifei Huang,Fangze Huang,Li Yang,Weiling Hu,Li Yang,Weiling Hu,Weiling Hu,Yanna Liu,Yanna Liu,Zihuai Lin,Zihuai Lin,Xiang-Pan Meng,Xiangpan Meng,Xiang-Pan Meng,Muhui Zeng,Manling Zeng,He Cai,Chaohui He,Qing Xu,Guanghang Xie,Qing Xu,Chuan Liu,Guanghang Xie,Chuan Liu,Mingkai Liang,Xiaoguo Li,Mingkai Liang,Ning Kang,Xiaoguo Li,Dan Xu,Ning Kang,Dan Xu,Jitao Wang,Jitao Wang,Liting Zhang,Liting Zhang,Xiaorong Mao,Xiaorong Mao,Yang Chen,Changqing Yang,Ming Xu,Xingshun Qi,Ming Xu,Xiaolong Qi,Hua Mao,Xiaolong Qi,Hua Mao,Hua Mao",Journal of Gastroenterology and Hepatology,2020.0
10.7150/thno.50565,33052242.0,,Early response evaluation using primary tumor and nodal imaging features to predict progression-free survival of locally advanced non-small cell lung cancer.,"Prognostic biomarkers that can reliably predict early disease progression of non-small cell lung cancer (NSCLC) are needed for identifying those patients at high risk for progression, who may benefit from more intensive treatment. In this work, we aimed to identify an imaging signature for predicting progression-free survival (PFS) of locally advanced NSCLC. Methods: This retrospective study included 82 patients with stage III NSCLC treated with definitive chemoradiotherapy for whom both baseline and mid-treatment PET/CT scans were performed. They were randomly placed into two groups: training cohort (n=41) and testing cohort (n=41). All primary tumors and involved lymph nodes were delineated. Forty-five quantitative imaging features were extracted to characterize the tumors and involved nodes at baseline and mid-treatment as well as differences between two scans performed at these two points. An imaging signature was developed to predict PFS by fitting an L1-regularized Cox regression model. Results: The final imaging signature consisted of three imaging features: the baseline tumor volume, the baseline maximum distance between involved nodes, and the change in maximum distance between the primary tumor and involved nodes measured at two time points. According to multivariate analysis, the imaging model was an independent prognostic factor for PFS in both the training (hazard ratio [HR], 1.14, 95% confidence interval [CI], 1.04-1.24; P = 0.003), and testing (HR, 1.21, 95% CI, 1.10-1.33; P = 0.048) cohorts. The imaging signature stratified patients into low- and high-risk groups, with 2-year PFS rates of 61.9% and 33.2%, respectively (P = 0.004 [log-rank test]; HR, 4.13, 95% CI, 1.42-11.70) in the training cohort, as well as 43.8% and 22.6%, respectively (P = 0.006 [log-rank test]; HR, 3.45, 95% CI, 1.35-8.83) in the testing cohort. In both cohorts, the imaging signature significantly outperformed conventional imaging metrics, including tumor volume and SUVmax value (C-indices: 0.77-0.79 for imaging signature, and 0.53-0.73 for conventional metrics). Conclusions: Evaluation of early treatment response by combining primary tumor and nodal imaging characteristics may improve the prediction of PFS of locally advanced NSCLC patients.","Nasha Zhang,Nasha Zhang,Ruyi Liang,Rachel Liang,Michael F. Gensheimer,Meiying Guo,Michael F. Gensheimer,Hui Zhu,Meiying Guo,Meiying Guo,Yu J,Hui Zhu,Maximilian Diehn,Jinming Yu,Maximilian Diehn,Bill W. Loo,Ruijiang Li,Billy W. Loo,Jia Wu,Ruijiang Li,Jia Wu,Jia Wu",Theranostics,2020.0
10.1007/s00330-020-07324-4,33006018.0,,How to read and review papers on machine learning and artificial intelligence in radiology: a survival guide to key methodological concepts,"In recent years, there has been a dramatic increase in research papers about machine learning (ML) and artificial intelligence in radiology. With so many papers around, it is of paramount importance to make a proper scientific quality assessment as to their validity, reliability, effectiveness, and clinical applicability. Due to methodological complexity, the papers on ML in radiology are often hard to evaluate, requiring a good understanding of key methodological issues. In this review, we aimed to guide the radiology community about key methodological aspects of ML to improve their academic reading and peer-review experience. Key aspects of ML pipeline were presented within four broad categories: study design, data handling, modelling, and reporting. Sixteen key methodological items and related common pitfalls were reviewed with a fresh perspective: database size, robustness of reference standard, information leakage, feature scaling, reliability of features, high dimensionality, perturbations in feature selection, class balance, bias-variance trade-off, hyperparameter tuning, performance metrics, generalisability, clinical utility, comparison with traditional tools, data sharing, and transparent reporting.Key Points• Machine learning is new and rather complex for the radiology community.• Validity, reliability, effectiveness, and clinical applicability of studies on machine learning can be evaluated with a proper understanding of key methodological concepts about study design, data handling, modelling, and reporting.• Understanding key methodological concepts will provide a better academic reading and peer-review experience for the radiology community.","Burak Koçak,Ece Ateş Kuş,Burak Kocak,Ece Ates Kus,Özgür Kılıçkesmez,Ozgur Kilickesmez",European Radiology,2020.0
10.1016/j.ejmp.2020.10.029,33190077.0,,Impact of quantization algorithm and number of gray level intensities on variability and repeatability of low field strength magnetic resonance image-based radiomics texture features,"PURPOSE The purpose of this work was to investigate the impact of quantization preprocessing parameter selection on variability and repeatability of texture features derived from low field strength magnetic resonance (MR) images. METHODS Texture features were extracted from low field strength images of a daily image QA phantom with four texture inserts. Feature variability over time was quantified using all combinations of three quantization algorithms and four different numbers of gray level intensities. In addition, texture features were extracted using the same combinations from the low field strength MR images of the gross tumor volume (GTV) and left kidney of patients with repeated set up scans. The impact of region of interest (ROI) preprocessing on repeatability was investigated with a test-retest study design. RESULTS The phantom ROIs quantized to 64Gy level intensities using the histogram equalization method resulted in the greatest number of features with the least variability. There was no clear method that resulted in the highest repeatability in the GTV or left kidney. However, eight texture features extracted from the GTV were repeatable regardless of ROI processing combination. CONCLUSION Low field strength MR images can provide a stable basis for texture analysis with ROIs quantized to 64Gy levels using histogram equalization, but there is no clear optimal combination for repeatability.","Garrett Simpson,John C. Ford,Garrett Simpson,Ricardo Llorente,John C. Ford,Lorraine Portelance,Ricardo Llorente,Fei Yang,Lorraine Portelance,Eric A. Mellon,Fei Yang,F Yang,Eric A. Mellon,Nesrin Dogan,N. Dogan",Physica Medica,2020.0
10.3390/cancers12102978,33066609.0,,Implementing Systems Modelling and Molecular Imaging to Predict the Efficacy of BCL-2 Inhibition in Colorectal Cancer Patient-Derived Xenograft Models,"Resistance to chemotherapy often results from dysfunctional apoptosis, however multiple proteins with overlapping functions regulate this pathway. We sought to determine whether an extensively validated, deterministic apoptosis systems model, ‘DR_MOMP’, could be used as a stratification tool for the apoptosis sensitiser and BCL-2 antagonist, ABT-199 in patient-derived xenograft (PDX) models of colorectal cancer (CRC). Through quantitative profiling of BCL-2 family proteins, we identified two PDX models which were predicted by DR_MOMP to be sufficiently sensitive to 5-fluorouracil (5-FU)-based chemotherapy (CRC0344), or less responsive to chemotherapy but sensitised by ABT-199 (CRC0076). Treatment with ABT-199 significantly improved responses of CRC0076 PDXs to 5-FU-based chemotherapy, but showed no sensitisation in CRC0344 PDXs, as predicted from systems modelling. 18F-Fluorodeoxyglucose positron emission tomography/computed tomography (18F-FDG-PET/CT) scans were performed to investigate possible early biomarkers of response. In CRC0076, a significant post-treatment decrease in mean standard uptake value was indeed evident only in the combination treatment group. Radiomic CT feature analysis of pre-treatment images in CRC0076 and CRC0344 PDXs identified features which could phenotypically discriminate between models, but were not predictive of treatment responses. Collectively our data indicate that systems modelling may identify metastatic (m)CRC patients benefitting from ABT-199, and that 18F-FDG-PET could independently support such predictions.","Alice C. O’Farrell,Alice C. O’Farrell,Monika A. Jarzabek,Andreas U. Lindner,Monika A. Jarzabek,Andreas U. Lindner,Steven Carberry,Emer Conroy,Steven Carberry,Emer Conroy,Ian S. Miller,Kate Connor,Ian S. Miller,Kate Connor,Liam Shiels,Liam Shiels,Eugenia R. Zanella,Eugenia R. Zanella,Federico Lucantoni,Adam Lafferty,Federico Lucantoni,Adam Lafferty,Kieron White,Mariangela Meyer Meyer Villamandos,Kieron White,Mariangela Meyer Meyer Villamandos,Patrick Dicker,William M. Gallagher,Patrick Dicker,Simon Keek,William M. Gallagher,Simon Keek,Sebastian Sanduleanu,Philippe Lambin,Sebastian Sanduleanu,Henry C. Woodruff,Philippe Lambin,Andrea Bertotti,Henry C. Woodruff,Andrea Bertotti,Livio Trusolino,Annette T. Byrne,Livio Trusolino,Jochen H M Prehn,Annette T. Byrne,Jochen H. M. Prehn",Cancers,2020.0
10.1016/j.ijrobp.2020.07.1288,,,Integration of Risk Survival Measures Estimated From Pre- and Posttreatment Computed Tomography Scans Improves Stratification of Patients With Early-Stage Non-small Cell Lung Cancer Treated With Stereotactic Body Radiation Therapy.,"To predict overall survival of patients receiving stereotactic body radiation therapy (SBRT) for early-stage non-small cell lung cancer (ES-NSCLC), we developed a radiomic model that integrates risk of death estimates and changes based on pre- and posttreatment computed tomography (CT) scans. We hypothesize this innovation will improve our ability to stratify patients into various oncologic outcomes with greater accuracy.Two cohorts of patients with ES-NSCLC uniformly treated with SBRT (a median dose of 50 Gy in 4-5 fractions) were studied. Prediction models were built on a discovery cohort of 100 patients with treatment planning CT scans, and then were applied to a separate validation cohort of 60 patients with pre- and posttreatment CT scans for evaluating their performance.Prediction models achieved a c-index up to 0.734 in predicting survival outcomes of the validation cohort. The integration of the pretreatment risk of survival measures (risk-high vs risk-low) and changes (risk-increase vs risk-decrease) in risk of survival measures between the pretreatment and posttreatment scans further stratified the patients into 4 subgroups (risk: high, increase; risk: high, decrease; risk: low, increase; risk: low, decrease) with significant difference (χ2 = 18.549, P = .0003, log-rank test). There was also a significant difference between the risk-increase and risk-decrease groups (χ2 = 6.80, P = .0091, log-rank test). In addition, a significant difference (χ2 = 7.493, P = .0062, log-rank test) was observed between the risk-high and risk-low groups obtained based on the pretreatment risk of survival measures.The integration of risk of survival measures estimated from pre- and posttreatment CT scans can help differentiate patients with good expected survival from those who will do more poorly following SBRT. The analysis of these radiomics-based longitudinal risk measures may help identify patients with early-stage NSCLC who will benefit from adjuvant treatment after lung SBRT, such as immunotherapy.","Zhicheng Jiao,Z. Jiao,Hongming Li,Zhicheng Jiao,H. Li,Ying Xiao,Hongming Li,Charu Aggarwal,Y. Xiao,Ying Xiao,Maya Galperin-Aizenberg,Maya Galperin-Aizenberg,Charu Aggarwal,Daniel A. Pryma,Daniel A. Pryma,Charles B. Simone,Charles B. Simone,S.J. Feigenberg,Steven J. Feigenberg,Gary D. Kao,Gary D. Kao,Steven J. Feigenberg,Steven J. Feigenberg,Yong Fan,Yong Fan",International Journal of Radiation Oncology Biology Physics,2020.0
10.1038/s41598-020-72535-0,32968131.0,,Intensity harmonization techniques influence radiomics features and radiomics-based predictions in sarcoma patients.,"Intensity harmonization techniques (IHT) are mandatory to homogenize multicentric MRIs before any quantitative analysis because signal intensities (SI) do not have standardized units. Radiomics combine quantification of tumors' radiological phenotype with machine-learning to improve predictive models, such as metastastic-relapse-free survival (MFS) for sarcoma patients. We post-processed the initial T2-weighted-imaging of 70 sarcoma patients by using 5 IHTs and extracting 45 radiomics features (RFs), namely: classical standardization (IHTstd), standardization per adipose tissue SIs (IHTfat), histogram-matching with a patient histogram (IHTHM.1), with the average histogram of the population (IHTHM.All) and plus ComBat method (IHTHM.All.C), which provided 5 radiomics datasets in addition to the original radiomics dataset without IHT (No-IHT). We found that using IHTs significantly influenced all RFs values (p-values: < 0.0001-0.02). Unsupervised clustering performed on each radiomics dataset showed that only clusters from the No-IHT, IHTstd, IHTHM.All, and IHTHM.All.C datasets significantly correlated with MFS in multivariate Cox models (p = 0.02, 0.007, 0.004 and 0.02, respectively). We built radiomics-based supervised models to predict metastatic relapse at 2-years with a training set of 50 patients. The models performances varied markedly depending on the IHT in the validation set (range of AUROC from 0.688 with IHTstd to 0.823 with IHTHM.1). Hence, the use of intensity harmonization and the related technique should be carefully detailed in radiomics post-processing pipelines as it can profoundly affect the reproducibility of analyses.","Amandine Crombé,Michèle Kind,Amandine Crombé,Amandine Crombe,Michèle Kind,David Fadli,David Fadli,François Le Loarer,Antoîne Italiano,François Le Loarer,Xavier Buy,Antoine Italiano,Xavier Buy,Olivier Saut,Olivier Saut",Scientific Reports,2020.0
