DOI,PMID,arXiv ID,Title,Abstract,Authors,Journal,Year
10.3389/fonc.2022.1016583,36686790.0,,Development and validation of A CT-based radiomics nomogram for prediction of synchronous distant metastasis in clear cell renal cell carcinoma,"Early identification of synchronous distant metastasis (SDM) in patients with clear cell Renal cell carcinoma (ccRCC) can certify the reasonable diagnostic examinations.This retrospective study recruited 463 ccRCC patients who were divided into two cohorts (training and internal validation) at a 7:3 ratio. Besides, 115 patients from other hospital were assigned external validation cohort. A radiomics signature was developed based on features by means of the least absolute shrinkage and selection operator method. Demographics, laboratory variables and CT findings were combined to develop clinical factors model. Integrating radiomics signature and clinical factors model, a radiomics nomogram was developed.Ten features were used to build radiomics signature, which yielded an area under the curve (AUC) 0.882 in the external validation cohort. By incorporating the clinical independent predictors, the clinical model was developed with AUC of 0.920 in the external validation cohort. Radiomics nomogram (external validation, 0.925) had better performance than clinical factors model or radiomics signature. Decision curve analysis demonstrated the superiority of the radiomics nomogram in terms of clinical usefulness.The CT-based nomogram could help in predicting SDM status in patients with ccRCC, which might provide assistance for clinicians in making diagnostic examinations.","Xinxin Yu,Lin Gao,Shuai Zhang,Cong Sun,Juntao Zhang,Bing Kang,Ximing Wang",,2023.0
10.1002/jmri.28585,36625489.0,,Editorial for “Evaluating Upstaging in Ductal Carcinoma In Situ Using Preoperative <scp>MRI‐Based</scp> Radiomics”,"Journal of Magnetic Resonance ImagingEarly View Editorial Editorial for “Evaluating Upstaging in Ductal Carcinoma in Situ Using Preoperative MRI-Based Radiomics” Endre Grøvik PhD, Corresponding Author Endre Grøvik PhD [email protected] orcid.org/0000-0002-9925-1162 Department of Radiology, Division of Diagnostics, Møre and Romsdal Hospital Trust, Ålesund, Norway[email protected]Search for more papers by this authorSolveig Roth Hoff MD, PhD, Solveig Roth Hoff MD, PhD Department of Radiology, Division of Diagnostics, Møre and Romsdal Hospital Trust, Ålesund, NorwaySearch for more papers by this author Endre Grøvik PhD, Corresponding Author Endre Grøvik PhD [email protected] orcid.org/0000-0002-9925-1162 Department of Radiology, Division of Diagnostics, Møre and Romsdal Hospital Trust, Ålesund, Norway[email protected]Search for more papers by this authorSolveig Roth Hoff MD, PhD, Solveig Roth Hoff MD, PhD Department of Radiology, Division of Diagnostics, Møre and Romsdal Hospital Trust, Ålesund, NorwaySearch for more papers by this author First published: 10 January 2023 https://doi.org/10.1002/jmri.28585 Evidence Level: 5 Technical Efficacy: Stage 5 Read the full textAboutPDF ToolsRequest permissionExport citationAdd to favoritesTrack citation ShareShare Give accessShare full text accessShare full-text accessPlease review our Terms and Conditions of Use and check box below to share full-text version of article.I have read and accept the Wiley Online Library Terms and Conditions of UseShareable LinkUse the link below to share a full-text version of this article with your friends and colleagues. Learn more.Copy URL No abstract is available for this article. References 1Gillies RJ, Kinahan PE, Hricak H. Radiomics: Images are more than pictures, they are data. Radiology 2016; 278: 563- 577. 2Lambin P, Leijenaar RTH, Deist TM, et al. Radiomics: The bridge between medical imaging and personalized medicine. Nat Rev Clin Oncol 2017; 14: 749- 762. 3Tagliafico AS, Piana M, Schenone D, Lai R, Massone AM, Houssami N. Overview of radiomics in breast cancer diagnosis and prognostication. Breast 2020; 49: 74- 80. 4Hong M, Fan S, Yu Z, et al. Evaluating upstaging in ductal carcinoma in situ using preoperative MRI-based radiomics. J Magn Reson Imaging 2022; Epub ahead of print. 5Siegel RL, Miller KD, Jemal A. Cancer statistics, 2019. CA Cancer J Clin 2019; 69: 7- 34. 6Risom T, Glass DR, Averbukh I, et al. Transition to invasive breast cancer is associated with progressive changes in the structure and composition of tumor stroma. Cell 2022; 185: 299- 310.e18. 7Brennan ME, Turner RM, Ciatto S, et al. Ductal carcinoma in situ at core-needle biopsy: Meta-analysis of underestimation and predictors of invasive breast cancer. Radiology 2011; 260: 119- 128. 8Hou R, Grimm LJ, Mazurowski MA, et al. Prediction of upstaging in ductal carcinoma in situ based on mammographic radiomic features. Radiology 2022; 303: 54- 62. 9Harowicz MR, Saha A, Grimm LJ, et al. Can algorithmically assessed MRI features predict which patients with a preoperative diagnosis of ductal carcinoma in situ are upstaged to invasive breast cancer? J Magn Reson Imaging 2017; 46: 1332- 1340. 10Lee H, Park JH, Nguyen A-T, et al. Prediction of the histologic upgrade of ductal carcinoma in situ using a combined radiomics and machine learning approach based on breast dynamic contrast-enhanced magnetic resonance imaging. Front Oncol 2022; 12:1032809. Early ViewOnline Version of Record before inclusion in an issue ReferencesRelatedInformation","Endre Grøvik,Solveig Roth Hoff",,2023.0
10.1007/s00330-022-09367-1,36604329.0,,Fetal MRI radiomics: non-invasive and reproducible quantification of human lung maturity,"To assess the reproducibility of radiomics features extracted from the developing lung in repeated in-vivo fetal MRI acquisitions.In-vivo MRI (1.5 Tesla) scans of 30 fetuses, each including two axial and one coronal T2-weighted sequences of the whole lung with all other acquisition parameters kept constant, were retrospectively identified. Manual segmentation of the lungs was performed using ITK-Snap. One hundred radiomics features were extracted from fetal lung MRI data using Pyradiomics, resulting in 90 datasets. Intra-class correlation coefficients (ICC) of radiomics features were calculated between baseline and repeat axial acquisitions and between baseline axial and coronal acquisitions.MRI data of 30 fetuses (12 [40%] females, 18 [60%] males) at a median gestational age of 24 + 5 gestational weeks plus days (GW) (interquartile range [IQR] 3 + 3 GW, range 21 + 1 to 32 + 6 GW) were included. Median ICC of radiomics features between baseline and repeat axial MR acquisitions was 0.92 (IQR 0.13, range 0.33 to 1), with 60 features exhibiting excellent (ICC > 0.9), 27 good (> 0.75-0.9), twelve moderate (0.5-0.75), and one poor (ICC < 0.5) reproducibility. Median ICC of radiomics features between baseline axial and coronal MR acquisitions was 0.79 (IQR 0.15, range 0.2 to 1), with 20 features exhibiting excellent, 47 good, 29 moderate, and four poor reproducibility.Standardized in-vivo fetal MRI allows reproducible extraction of lung radiomics features. In the future, radiomics analysis may improve diagnostic and prognostic yield of fetal MRI in normal and pathologic lung development.• Non-invasive fetal MRI acquired using a standardized protocol allows reproducible extraction of radiomics features from the developing lung for objective tissue characterization. • Alteration of imaging plane between fetal MRI acquisitions has a negative impact on lung radiomics feature reproducibility. • Fetal MRI radiomics features reflecting the microstructure and shape of the fetal lung could complement observed-to-expected lung volume in the prediction of postnatal outcome and optimal treatment of fetuses with abnormal lung development in the future.","Florian Prayer,Martin L. Watzenböck,Benedikt H. Heidinger,Julian Rainer,Victor Schmidbauer,Helmut Prosch,Barbara Ulm,Erika Rubesova,Daniela Prayer,Gregor Kasprian",,2023.0
10.1007/s11547-023-01594-w,36670236.0,,"Fully automatic classification of breast lesions on multi-parameter MRI using a radiomics model with minimal number of stable, interpretable features",,"Jing Zhang,Chenao Zhan,Chenxiu Zhang,Yang Song,Yan Xu,Yihao Guo,Tao Ai,Guang Yang",,2023.0
10.3390/diagnostics13020302,36673112.0,,Immunotherapy Assessment: A New Paradigm for Radiologists,"Immunotherapy denotes an exemplar change in an oncological setting. Despite the effective application of these treatments across a broad range of tumors, only a minority of patients have beneficial effects. The efficacy of immunotherapy is affected by several factors, including human immunity, which is strongly correlated to genetic features, such as intra-tumor heterogeneity. Classic imaging assessment, based on computed tomography (CT) or magnetic resonance imaging (MRI), which is useful for conventional treatments, has a limited role in immunotherapy. The reason is due to different patterns of response and/or progression during this kind of treatment which differs from those seen during other treatments, such as the possibility to assess the wide spectrum of immunotherapy-correlated toxic effects (ir-AEs) as soon as possible. In addition, considering the unusual response patterns, the limits of conventional response criteria and the necessity of using related immune-response criteria are clear. Radiomics analysis is a recent field of great interest in a radiological setting and recently it has grown the idea that we could identify patients who will be fit for this treatment or who will develop ir-AEs.","Vincenza Granata,Roberta Fusco,Sergio Venanzio Setola,Igino Simonetti,Carmine Picone,Ester Simeone,Lucia Festino,Vito Vanella,Maria Grazia Vitale,Agnese Montanino,Alessandro Morabito,Francesco Izzo,Paolo A. Ascierto,Antonella Petrillo",,2023.0
10.1007/s00330-022-09377-z,36729175.0,,Incremental diagnostic value of radiomics signature of pericoronary adipose tissue for detecting functional myocardial ischemia: a multicenter study,,"Ke Zhou,Jin Shang,Yan Guo,Sijia Ma,Bin Lv,Na Zhao,Hui Liu,Jiayin Zhang,Lei Xv,Yining Wang,Ting Liu,Kunhua Wang,Yuxue Dang,Yue Ma,Xujiao Chen,Na Zhu,Zhizhen Ran,Shanshan Li,Quanmei Ma,Hong Hu,Xiaolong Zhu,Dongyu Li,Yang Hou",,2023.0
10.1016/j.ijrobp.2022.12.050,36641040.0,,Integrating Preoperative Computed Tomography and Clinical Factors for Lymph Node Metastasis Prediction in Esophageal Squamous Cell Carcinoma by Feature-Wise Attentional Graph Neural Network,,"Mingjun Ding,Hui Cui,Butuo Li,Bing Zou,Bin Fan,Li Ma,Zhendan Wang,Wanlong Li,Jinming Yu,Linlin Wang",,2023.0
10.1016/j.xcrm.2023.100933,36738739.0,,Integration of artificial intelligence in lung cancer: Rise of the machine,"The goal of oncology is to provide the longest possible survival outcomes with the therapeutics that are currently available without sacrificing patients' quality of life. In lung cancer, several data points over a patient's diagnostic and treatment course are relevant to optimizing outcomes in the form of precision medicine, and artificial intelligence (AI) provides the opportunity to use available data from molecular information to radiomics, in combination with patient and tumor characteristics, to help clinicians provide individualized care. In doing so, AI can help create models to identify cancer early in diagnosis and deliver tailored therapy on the basis of available information, both at the time of diagnosis and in real time as they are undergoing treatment. The purpose of this review is to summarize the current literature in AI specific to lung cancer and how it applies to the multidisciplinary team taking care of these complex patients.","Colton Ladbury,Arya Amini,Ameish Govindarajan,Isa Mambetsariev,Dan J. Raz,Erminia Massarelli,Terence M. Williams,Andréi S. Rodin,Ravi Salgia",,2023.0
10.21203/rs.3.rs-2519551/v1,,,Intra- and peritumoral MRI radiomics assisted in predicting radiochemotherapy response in metastatic cervical lymph nodes of nasopharyngeal cancer,"Abstract Background: In this investigation, intratumoral (Intra) and peritumoral (Peri) features obtained from MRI imaging were used to create and evaluate radiomic models for response prediction to radiochemotherapy of metastatic cervical lymph nodes in individuals with nasopharyngeal cancer (NPC). Methods: Retrospectively, we included 145 consecutive subjects with NPC, 102 in the training set and 43 in the validation set. A total of 5408 initial radiomic features were acquired from the metastatic cervical lymph node's Intra and Peri areas. Then, employing multivariate logistic regression analysis, the radiomic features were chosen and integrated with clinical characteristics to create predictive models. And at last, these developed prediction models were examined using sensitivity, specificity, accuracy, and the area under the curve (AUC) of receiver operating characteristics. Results: In the training and validation sets, there was no statistically significant variation in the AUC among the Intra radiomic signature, Peri radiomic signature, combined Intra and Peri radiomic signature, and combined Intra and Peri radiomic nomogram (all P &gt; 0.05). With an AUC of 0.941 (0.877-0.978) in the training set and 0.783 (0.631-0.894) in the validation set, the combined Intra and Peri radiomic nomogram enabled good discrimination among the responders and non-responders groups. Conclusions: The early response of metastatic cervical lymph nodes to radiochemotherapy in individuals with NPC may be predicted by pretreatment radiomic models determined by the combined Intra and Peri features from MRI imaging, facilitating therapeutic interventions and clinical decision-making.","Hao Xu,Wang Ai,Chi Zhang,Jing Ren,Jieke Liu,Peng Zhou",,2023.0
10.1016/j.compmedimag.2023.102187,36696812.0,,MRI texture-based radiomics analysis for the identification of altered functional networks in alcoholic patients and animal models,"Alcohol use disorder (AUD) is a complex condition representing a leading risk factor for death, disease and disability. Its high prevalence and severe health consequences make necessary a better understanding of the brain network alterations to improve diagnosis and treatment. The purpose of this study was to evaluate the potential of resting-state fMRI 3D texture features as a novel source of biomarkers to identify AUD brain network alterations following a radiomics approach. A longitudinal study was conducted in Marchigian Sardinian alcohol-preferring msP rats (N = 36) who underwent resting-state functional and structural MRI before and after 30 days of alcohol or water consumption. A cross-sectional human study was also conducted among 33 healthy controls and 35 AUD patients. The preprocessed functional data corresponding to control and alcohol conditions were used to perform a probabilistic independent component analysis, identifying seven independent components as resting-state networks. Forty-three radiomic features extracted from each network were compared using a Wilcoxon signed-rank test with Holm correction to identify the network most affected by alcohol consumption. Features extracted from this network were then used in the machine learning process, evaluating two feature selection methods and six predictive models within a nested cross-validation structure. The classification was evaluated by computing the area under the ROC curve. Images were quantized using different numbers of gray-levels to test their influence on the results. The influence of ageing, data preprocessing, and brain iron accumulation were also analyzed. The methodology was validated using structural scans. The striatal network in alcohol-exposed msP rats presented the most significant number of altered features. The radiomics approach supported this result achieving good classification performance in animals (AUC = 0.915 ± 0.100, with 12 features) and humans (AUC = 0.724 ± 0.117, with 9 features) using a random forest model. Using the structural scans, high accuracy was achieved with a multilayer perceptron in both species (animals: AUC > 0.95 with 2 features, humans: AUC > 0.82 with 18 features). The best results were obtained using a feature selection method based on the p-value. The proposed radiomics approach is able to identify AUD patients and alcohol-exposed rats with good accuracy, employing a subset of 3D features extracted from fMRI. Furthermore, it can help identify relevant networks in drug addiction.","Silvia Ruiz-España,Rafael Ortiz-Ramón,Úrsula Pérez-Ramírez,Antonio Díaz-Parra,Roberto Ciccocioppo,Patrick Bach,Sabine Vollstädt‐Klein,Falk Kiefer,Wolfgang Sommer,Santiago Canals,David Moratal",,2023.0
10.1007/s10278-023-00781-5,36698037.0,,MRI-Based Radiomics Approach Predicts Tumor Recurrence in ER + /HER2 − Early Breast Cancer Patients,"Abstract Oncotype Dx Recurrence Score (RS) has been validated in patients with ER + /HER2 − invasive breast carcinoma to estimate patient risk of recurrence and guide the use of adjuvant chemotherapy. We investigated the role of MRI-based radiomics features extracted from the tumor and the peritumoral tissues to predict the risk of tumor recurrence. A total of 62 patients with biopsy-proved ER + /HER2 − breast cancer who underwent pre-treatment MRI and Oncotype Dx were included. An RS &gt; 25 was considered discriminant between low-intermediate and high risk of tumor recurrence. Two readers segmented each tumor. Radiomics features were extracted from the tumor and the peritumoral tissues. Partial least square (PLS) regression was used as the multivariate machine learning algorithm. PLS β-weights of radiomics features included the 5% features with the largest β-weights in magnitude (top 5%). Leave-one-out nested cross-validation (nCV) was used to achieve hyperparameter optimization and evaluate the generalizable performance of the procedure. The diagnostic performance of the radiomics model was assessed through receiver operating characteristic (ROC) analysis. A null hypothesis probability threshold of 5% was chosen ( p &lt; 0.05). The exploratory analysis for the complete dataset revealed an average absolute correlation among features of 0.51. The nCV framework delivered an AUC of 0.76 ( p = 1.1∙10 −3 ). When combining “early” and “peak” DCE images of only T or TST, a tendency toward statistical significance was obtained for TST with an AUC of 0.61 ( p = 0.05). The 47 features included in the top 5% were balanced between T and TST (23 and 24, respectively). Moreover, 33/47 (70%) were texture-related, and 25/47 (53%) were derived from high-resolution images (1 mm). A radiomics-based machine learning approach shows the potential to accurately predict the recurrence risk in early ER + /HER2 − breast cancer patients.","Piero Chiacchiaretta,Domenico Mastrodicasa,Antonio Maria Chiarelli,Riccardo Luberti,Pierpaolo Croce,Mario Sguera,Concetta Torrione,Camilla Marinelli,Chiara Marchetti,Domenico Angelucci,Giulio Cocco,Angela Di Credico,Alessandro Russo,Claudia D’Eramo,Antonio Corvino,Marco Colasurdo,Stefano L. Sensi,Marzia Muzi,Massimo Caulo,Andrea Delli Pizzi",,2023.0
10.3389/fonc.2023.1117874,36776309.0,,MRI-LINAC: A transformative technology in radiation oncology,"Advances in radiotherapy technologies have enabled more precise target guidance, improved treatment verification, and greater control and versatility in radiation delivery. Amongst the recent novel technologies, Magnetic Resonance Imaging (MRI) guided radiotherapy (MRgRT) may hold the greatest potential to improve the therapeutic gains of image-guided delivery of radiation dose. The ability of the MRI linear accelerator (LINAC) to image tumors and organs with on-table MRI, to manage organ motion and dose delivery in real-time, and to adapt the radiotherapy plan on the day of treatment while the patient is on the table are major advances relative to current conventional radiation treatments. These advanced techniques demand efficient coordination and communication between members of the treatment team. MRgRT could fundamentally transform the radiotherapy delivery process within radiation oncology centers through the reorganization of the patient and treatment team workflow process. However, the MRgRT technology currently is limited by accessibility due to the cost of capital investment and the time and personnel allocation needed for each fractional treatment and the unclear clinical benefit compared to conventional radiotherapy platforms. As the technology evolves and becomes more widely available, we present the case that MRgRT has the potential to become a widely utilized treatment platform and transform the radiation oncology treatment process just as earlier disruptive radiation therapy technologies have done.","John Ng,Fabiana Gregucci,Ryan T. Pennell,Himanshu Nagar,Encouse B. Golden,Jonathan Knisely,Nicholas J Sanfilippo,Silvia C. Formenti",,2023.0
10.1007/s00261-023-03825-0,36750477.0,,Magnetic resonance imaging radiomics modeling predicts tumor deposits and prognosis in stage T3 lymph node positive rectal cancer,,"Rui Yang,Hongxin Zhao,Xinxin Wang,Zhaozhao Ding,Yuqing Tao,Chunhui Zhang,Yang Zhou",,2023.0
10.7150/ijms.79758,36794166.0,,Multiclassifier Radiomics Analysis of Ultrasound for Prediction of Extrathyroidal Extension in Papillary Thyroid Carcinoma in Children,"Objective: To explore extrathyroidal extension (ETE) in children and adolescents with papillary thyroid carcinoma using a multiclassifier ultrasound radiomic model. Methods: In this study, data from 164 pediatric patients with papillary thyroid cancer (PTC) were retrospectively analyzed and patients were randomly divided into a training cohort (115) and a validation cohort (49) in a 7:3 ratio. To extract radiomics features from ultrasound images of the thyroid, areas of interest (ROIs) were delineated layer by layer along the edge of the tumor contour. The feature dimension was then reduced using the correlation coefficient screening method, and 16 features with a nonzero coefficient were chosen using Lasso. Then, in the training cohort, four supervised machine learning radiomics models (k-nearest neighbor, random forest, support vector machine [SVM], and LightGBM) were developed. ROC and decision-making curves were utilized to compare model performance, which was validated using validation cohorts. In addition, the SHapley Additive exPlanations (SHAP) framework was applied to explain the optimal model. Results: In the training cohort, the average area under the curve (AUC) was 0.880 (0.835-0.927), 0.873 (0.829-0.916), 0.999 (0.999-1.000), and 0.926 (0.892-0.926) for the SVM, KNN, random forest, and LightGBM, respectively. In the validation cohort, the AUC for the SVM was 0.784 (0.680-0.889), for the KNN, it was 0.720 (0.615-0.825), for the random forest, it was 0.728 (0.622-0.834), and for the LightGBM, it was 0.832 (0.742-0.921). Generally, the LightGBM model performed well in both the training and validation cohorts. From the SHAP results, original_shape_MinorAxisLength,original_shape_Maximum2DDiameterColumn, and wavelet-HHH_glszm_SmallAreaLowGrayLevelEmphasis have the most significant effect on the model. Conclusions: Our combined model based on machine learning and ultrasonic radiomics demonstrate the excellent predictive ability for extrathyroidal extension (ETE) in pediatric PTC.","Jie Li,Fantong Xia,Xiaoqing Wang,Jun Yan,Jie Yan,Xi Wang,Qiang Zhao",,2023.0
10.1007/s11547-023-01590-0,36656410.0,,Multisequence magnetic resonance imaging-based radiomics models for the prediction of microsatellite instability in endometrial cancer,,"Xiaoli Song,Hong-Jian Luo,Jialiang Ren,Ping Yin,Ying Liu,Jinliang Niu,Nan Hong",,2023.0
10.2147/jir.s398399,36761904.0,,Noninvasive Evaluation of Lupus Nephritis Activity Using a Radiomics Machine Learning Model Based on Ultrasound,"To explore whether ultrasonic radiomics extracted by machine learning method can noninvasively evaluate lupus nephritis (LN) activity.This retrospective study included 149 patients with LN diagnosed by renal biopsy. They were divided into a training cohort (n=104) and a test cohort (n=45). Ultrasonic radiomics features were extracted from the ultrasound images, and the radiomics features were constructed. Furthermore, five machine learning algorithms were compared to evaluate LN activity. The performance of the binary classification model was evaluated by the area under the receiver operating characteristic curve (AUC), accuracy, sensitivity, specificity, positive predictive value (PPV), and negative predictive value (NPV).The average AUC of the five machine learning models was 79.4, of which the MLP model was the best. The AUC of the training group was 89.1, with an accuracy of 81.7%, a sensitivity of 83%, a specificity of 80.7%, a negative predictive value of 85.2%, and a positive predictive value of 78%. The AUC of the test group was 82.2, the accuracy was 73.3%, the sensitivity was 78.9%, the specificity was 69.2%, the negative predictive value was 81.8%, and the positive predictive value was 65.2%.Machine learning classifier based on ultrasonic radiomics has high accuracy for LN activity. The model can be used to noninvasively detect the activity of LN and can be an effective tool to assist the clinical decision-making process.","Xiachuan Qin,Linlin Xia,Chao Zhu,Xiaomin Hu,Weihan Xiao,Xisheng Xie,Chaoxue Zhang",,2023.0
10.2147/bctt.s398300,36776542.0,,Optimized Radiomics Nomogram Based on Automated Breast Ultrasound System: A Potential Tool for Preoperative Prediction of Metastatic Lymph Node Burden in Breast Cancer,"Axillary lymph node dissection (ALND) can be safely avoided in women with T1 or T2 primary invasive breast cancer (BC) and one to two metastatic sentinel lymph nodes (SLNs). However, cancellation of ALND based solely on SLN biopsy (SLNB) may lead to adverse outcomes. Therefore, preoperative assessment of LN tumor burden becomes a new focus for ALN status.This study aimed to develop and validate a nomogram incorporating the radiomics score (rad-score) based on automated breast ultrasound system (ABUS) and other clinicopathological features for evaluating the ALN status in patients with early-stage BC preoperatively.Totally 354 and 163 patients constituted the training and validation cohorts. They were divided into ALN low burden (<3 metastatic LNs) and high burden (≥3 metastatic LNs) based on the histopathological diagnosis. The radiomics features of the segmented breast tumor in ABUS images were extracted and selected to generate the rad-score of each patient. These rad-scores, along with the ALN burden predictors identified from the clinicopathologic characteristics, were included in the multivariate analysis to establish a nomogram. It was further evaluated in the training and validation cohorts.High ALN burdens accounted for 11.2% and 10.8% in the training and validation cohorts. The rad-score for each patient was developed based on 7 radiomics features extracted from the ABUS images. The radiomics nomogram was built with the rad-score, tumor size, US-reported LN status, and ABUS retraction phenomenon. It achieved better predictive efficacy than the nomogram without the rad-score and exhibited favorable discrimination, calibration and clinical utility in both cohorts.We developed an ABUS-based radiomics nomogram for the preoperative prediction of ALN burden in BC patients. It would be utilized for the identification of patients with low ALN burden if further validated, which contributed to appropriate axillary treatment and might avoid unnecessary ALND.","Ning Li,Chao Song,Xian Huang,Hong-Jiang Zhang,Juan Su,Lichun Yang,Jingliang He,Guihua Cui",,2023.0
10.3389/fcvm.2023.1024773,36742075.0,,Prediction of myocardial ischemia in coronary heart disease patients using a CCTA–Based radiomic nomogram,"The present study aimed to predict myocardial ischemia in coronary heart disease (CHD) patients based on the radiologic features of coronary computed tomography angiography (CCTA) combined with clinical factors.The imaging and clinical data of 110 patients who underwent CCTA scan before DSA or FFR examination in Changzhou Second People's Hospital, Nanjing Medical University (90 patients), and The First Affiliated Hospital of Soochow University (20 patients) from March 2018 to January 2022 were retrospectively analyzed. According to the digital subtraction angiography (DSA) and fractional flow reserve (FFR) results, all patients were assigned to myocardial ischemia (n = 58) and normal myocardial blood supply (n = 52) groups. All patients were further categorized into training (n = 64) and internal validation (n = 26) sets at a ratio of 7:3, and the patients from second site were used as external validation. Clinical indicators of patients were collected, the left ventricular myocardium were segmented from CCTA images using CQK software, and the radiomics features were extracted using pyradiomics software. Independent prediction models and combined prediction models were established. The predictive performance of the model was assessed by calibration curve analysis, receiver operating characteristic (ROC) curve and decision curve analysis.The combined model consisted of one important clinical factor and eight selected radiomic features. The area under the ROC curve (AUC) of radiomic model was 0.826 in training set, and 0.744 in the internal validation set. For the combined model, the AUCs were 0.873, 0.810, 0.800 in the training, internal validation, and external validation sets, respectively. The calibration curves demonstrated that the probability of myocardial ischemia predicted by the combined model was in good agreement with the observed values in both training and validation sets. The decision curve was within the threshold range of 0.1-1, and the clinical value of nomogram was higher than that of clinical model.The radiomic characteristics of CCTA combined with clinical factors have a good clinical value in predicting myocardial ischemia in CHD patients.","You-Chang Yang,Yang Dou,Zhiwei Wang,Ruohan Yin,Changjie Pan,Shaofeng Duan,Xiaoqiang Tang",,2023.0
10.1186/s12891-022-06096-w,36750927.0,,Prediction of osteoporosis using radiomics analysis derived from single source dual energy CT,"With the aging population of society, the incidence rate of osteoporosis is increasing year by year. Early diagnosis of osteoporosis plays a significant role in the progress of disease prevention. As newly developed technology, computed tomography (CT) radiomics could discover radiomic features difficult to recognize visually, providing convenient, comprehensive and accurate osteoporosis diagnosis. This study aimed to develop and validate a clinical-radiomics model based on the monochromatic imaging of single source dual-energy CT for osteoporosis prediction.One hundred sixty-four participants who underwent both single source dual-energy CT and quantitative computed tomography (QCT) lumbar-spine examination were enrolled in a study cohort including training datasets (n = 114 [30 osteoporosis and 84 non-osteoporosis]) and validation datasets (n = 50 [12 osteoporosis and 38 non-osteoporosis]). One hundred seven radiomics features were extracted from 70-keV monochromatic CT images. With QCT as the reference standard, a radiomics signature was built by using least absolute shrinkage and selection operator (LASSO) regression on the basis of reproducible features. A clinical-radiomics model was constructed by incorporating the radiomics signature and a significant clinical predictor (age) using multivariate logistic regression analysis. Model performance was assessed by its calibration, discrimination and clinical usefulness.The radiomics signature comprised 14 selected features and showed good calibration and discrimination in both training and validation cohorts. The clinical-radiomics model, which incorporated the radiomics signature and a significant clinical predictor (age), also showed good discrimination, with an area under the receiver operating characteristic curve (AUC) of 0.938 (95% confidence interval, 0.903-0.952) in the training cohort and an AUC of 0.988 (95% confidence interval, 0.967-0.998) in the validation cohort, and good calibration. The clinical-radiomics model stratified participants into groups with osteoporosis and non-osteoporosis with an accuracy of 94.0% in the validation cohort. Decision curve analysis (DCA) demonstrated that the radiomics signature and the clinical-radiomics model were clinically useful.The clinical-radiomics model incorporating the radiomics signature and a clinical parameter had a good ability to predict osteoporosis based on dual-energy CT monoenergetic imaging.","Jinling Wang,Shuwei Zhou,Suping Chen,Yewen He,Hui Gao,Luyou Yan,Xiaoli Hu,Ping Li,Haowei Shen,Muqing Luo,Tian You,Jianyu Li,Zhiheng Zhong,Kun Zhang",,2023.0
10.3389/fneur.2023.1053846,36816560.0,,Prediction of short-term prognosis of patients with hypertensive intracerebral hemorrhage by radiomic-clinical nomogram,"Hypertensive intracerebral hemorrhage (HICH) is the most common type of spontaneous intracerebral hemorrhage in China which is associated with high mortality and disability. We sought to develop and validate a noncontrast computed tomography (NCCT)-based nomogram model to achieve short-term prognostic prediction for patients with HICH. We retrospectively studied 292 patients with HICH from two medical centers, and they were divided into training ( n = 151), validation ( n = 66), and testing cohorts ( n = 75). Based on radiomics, univariate and multivariate, and logistic regression analyses, four models (black hole sign, clinical, radiomics score, and combined models) were established to predict the prognosis of patients with HICH 30 days after the onset. The results suggested that the combined model had the best predictive performance with the area under the receiver operating characteristic curve (AUC) of 0.821, 0.816, and 0.815 in the training, validation, and testing cohorts, respectively. In addition, a radiomics-clinical (R-C) nomogram was visualized. A calibration curve analysis showed that the R-C nomogram had satisfactory calibration in the three cohorts. A decision curve analysis demonstrated that the R-C nomogram was clinically valuable. Our results suggest that the R-C nomogram can accurately and reliably predict the short-term prognosis of patients with HICH and provide a useful evaluation for making individualized treatment plans.","Jing Wang,Lu Zhou,Yuanyuan Chen,Hongli Zhou,Yuanxin Tan,Zhong Wei-jia,Zhiming Zhou",,2023.0
